,Intercept,Slope,R.squared,slope.std
MEPE,0.311041066783626,0.652459128161259,0.6,0.247663506132761
NAAA,0.197687589872424,0.75095372416306,0.7,0.278731152273606
NID2,0.27768555215694,0.837096694256208,0.6,0.387343421228021
NXPH1,0.452917606776479,0.517965736802697,0.5,0.2526197585619
PBLD,-0.0407486176233366,0.651253864074549,0.5,0.359199265272576
PLA2G15,0.102939491386426,0.912337302004941,0.7,0.307546609963106
PON2,0.0762317583341692,1.02958002890134,0.6,0.474679555237059
PRCP,0.121372071912958,0.568215125813465,0.5,0.303665575961667
SEMA4D,0.64946343162532,0.338588545379471,0.5,0.182058539215114
SLAMF1,-0.0697156828849764,0.833893536101536,0.6,0.362508001032122
SORT1,0.559123213469266,0.55422204339397,0.5,0.304742634022979
SPINK6,0.0510573362935292,0.726977403201601,0.9,0.149835501899153
STC2,0.329652580865453,0.484596957438573,0.5,0.257979825369565
SULT2A1,0.144409191653361,0.740054728892408,0.5,0.420592360345089
SUMF2,0.47233704101243,0.591242080803655,0.7,0.192760465097204
TEK,0.10221916240066,0.844923548995952,0.5,0.396092440632264
THPO,-0.930514203466184,2.24637257005342,0.7,0.708751486481854
TIE1,0.388694018874939,0.37397561249554,0.5,0.175612575125958
TRIM21,0.462010981642699,0.8696634857381,0.6,0.330711524918176
TYMP,0.375401110616578,0.904264318712447,0.7,0.299664499796507
VAMP5,0.441141335930616,0.684061205398635,0.5,0.322033880973328
ZBTB17,1.05918996240336,0.590550333443199,0.5,0.286094189578195
ADA,0.646964813719756,0.572598765053992,0.6,0.233423441594608
AOC1,-0.123536772197206,0.486294361792929,0.5,0.242893385162006
BMP6,-0.328114163998681,0.622242599833666,0.5,0.347890917225477
CD200,0.143601518773058,0.637342273785413,0.6,0.297512334259617
CD5,1.02529307807264,0.603754322887406,0.5,0.303504059252972
CLEC11A,0.465788304681625,0.699050901212986,0.6,0.277716839339047
CNPY2,0.360960544866621,0.577871877887041,0.5,0.339490347634378
COX5B,3.7481880740318,-0.36583785603683,0.6,0.168613748604915
CSF3,0.0122391878680854,0.912361241610762,0.5,0.490321808516231
DCN,-0.185986837035722,0.677637687899738,0.5,0.359180058419343
DPP7,0.85348246759837,0.620791218510102,0.6,0.252096496104037
F2R,1.00942232854842,0.295983061063434,0.5,0.16501283023243
FGF5,0.0944595513770888,0.579563636663537,0.5,0.330246241137987
GALNT7,0.430803604566986,0.602742596549147,0.6,0.276982296447209
GP1BA,0.299907700938303,0.695743064008447,0.6,0.302719329515365
IDI2,0.738295489883354,0.354322275817373,0.5,0.188531209913665
IFNLR1,-0.534600944837307,0.568596420948253,0.5,0.298869445085809
ITGA6,0.0899765060225702,1.05589493385824,0.5,0.568736623798839
ITGB1,0.153946891953007,0.821888672984972,0.5,0.398648426792826
LGMN,0.139730772067986,0.687718592474778,0.5,0.379053234737159
LRPAP1,0.155922101378593,0.453420061022704,0.6,0.203327862327167
LYPD8,0.024138864269758,0.728731326450854,0.5,0.408602560554442
MCFD2,0.633241186456551,0.472059198005514,0.6,0.193284370200976
MMP9,1.121099051663,0.615614714323621,0.6,0.269328258946549
NCAM2,0.282313367822353,0.590068207598153,0.5,0.306376336428163
PDGFB,3.0093740651278,0.260068572531872,0.5,0.1427490087206
PSMA1,-0.0806339050447668,0.813750476551451,0.5,0.46437933069624
SCARB1,-0.0333294788945038,0.620942482681717,0.6,0.289668453297113
SERPINE1,1.21101756363444,0.315815759388734,0.7,0.106905041614277
SIT1,0.761118874036042,0.79990709721337,0.7,0.312336097401063
SORD,0.0871080981190525,0.596834141777461,0.5,0.307863341805237
STX6,0.845788454636385,0.435175250250342,0.6,0.18951913505549
TCL1B,0.0585229936912247,0.905144548931543,0.5,0.533423140828847
